店铺名称,页面id,类别,品牌名称,品牌id,品牌logo,评分,平均价格,最低价格,所属地区,地区Id,纬度,经度,详细地址,楼层,地铁站id,停车信息,优惠套餐情况,营业时间,联系电话,累计售出份数,餐厅简介,特色菜,是否小吃,有无外卖,上周订单数,历史订单数,wifi,支持预定
老狼大盘鸡(东三街红旗路店),42176155,新疆菜,老狼大盘鸡,929289,http://p0.meituan.net/poi/580dc8623c6d7785f527c999dc1d1f4e17075.png,4.4,24,68,丰业广场/千盛广场,166,34.777241,113.658248,金水区东三街与红旗路交叉口向北30米路西,,,免费提供5个停车位,2-3人餐68元，4人餐85元，5-6人餐95元，6-8人餐105元;,周一至周日 09:00-14:00 17:00-22:30,15837115753/13525560657,17812,,,False,1,26,17812,True,False
范眼镜重庆小面,4817743,面条,,0,,4.4,14,6.9,医学院,167,34.747801,113.642981,二七区中原路与大学路交叉口向西50米路北,,"1351,1350,",,6.9元范眼镜重庆小面素小面，10.9元精品单人餐，14元特色牛肉面，32.8元精品双人餐;,周一至周日 11:00-14:30 17:00-21:00,18530027305,17726,,,False,1,15,17726,True,False
泰宏文森特国际酒店雅典西餐厅,40463421,综合自助,,0,,4,133,138,郑州东站,168,34.754489,113.765475,管城回族区东风南路与商鼎路交叉口西南角,,,商家服务：提供免费WiFi，免费提供160个停车位,单人午餐138元，单人午/晚餐150元;,周一至周日 09:00-21:00,0371-86698888/61737850,17723,,,False,0,52,17723,True,False
豫碗香(梅河店),98447179,其他中餐,,0,,4.8,11,10.9,航空港区,3249,34.48524,113.824426,新郑市航空港区郑州一中13号地牛村社区东门向北50米路西,,,免费提供20个停车位,单人餐10.9元起;,周一至周日 09:00-22:00,0371-86191973,17730,,,False,1,112,17730,True,False
柔时小板凳吧式火锅(龙湖店),6823152,火锅,柔时的小板凳吧式火锅,1850686,http://p1.meituan.net/poi/490d248de22ad9a8bfaeafd256092b7742758.png,3.8,61,90,龙湖广场/升达大学,3249,34.598054,113.690884,新郑市龙湖镇六合路与文昌路交口东200米路北（邦友小区门口）,,"4539,",免费提供10个停车位,2-3人餐115元，4-5人餐165元;90代100元;,周一至周日 09:30-23:00  2019-02-04至2019-02-09 休息,0371-69957688,17714,,,False,0,15,17714,True,False
馋嘴虾火锅,87898192,虾蟹火锅,,0,,5,40,88,北大学城,169,34.859982,113.652266,惠济区英才街中州大学向东100米路北二楼,,,,每满200减20（买单立享）;双人餐88元，3人餐99元，4人餐128元，6人餐169元，8人餐198元，10人餐238元;88代100元;,周一至周日 10:00-14:00 17:00-22:00  2019-01-26至2019-02-13 休息,0371-86239886,17695,,,False,1,30,17695,True,False
琪美嘉蛋糕(索河路店),4000752,蛋糕,琪美嘉,2224833,,5,14,2.5,荥阳市政府,3253,34.787792,113.381776,荥阳市索河路与成皋路交叉口向东30米路北,,,商家服务：提供免费WiFi，免费提供10个停车位,每满20减3.2（买单立享）;2.5元红豆老婆饼，迷你水果蛋糕31.8元，真情无限88元，水果派对96元，百果香118元，彩虹慕斯蛋糕118元，杏仁之恋138元，金涛祝寿688元，爱之婚礼798元;7.9代10元，17.8代20元;,周一至周日 08:00-21:30,0371-65000102,17656,琪美嘉蛋糕——创立于1991年，荥阳市一家连锁蛋糕房，我们选择用心烘焙，让爱与美味均衡，采用进口原料，不含色素和添加剂，口感细腻醇香，甜润地道，富含维生素，钙，铁及其它一些人体必须的微量元素；我们致力于让消费者享受温馨浪漫，甜蜜，平价奢华的蛋糕，用心服务，接待好每一位在我们店消费的客人是我们的使命！琪美嘉蛋糕期待您光临品尝！,,False,0,0,17656,True,False
台湾手摇茶(六天地店),5558962,奶茶/果汁,,0,,5,9,6.5,郑东新区CBD,166,34.776916,113.720942,金水区众意西路丹尼斯6天地3楼（近泰饗泰式料理）,3,,,6.5元果汁6选1，6.9元饮品6选1，19.9元双人餐;8.8代10元;,周一至周日 10:00-21:30,13298111190,17639,,,False,0,0,17639,True,False
赵先生鸡公虾煲大盘鸡,5048909,干锅/香锅,老赵大盘鸡,1700323,,4,20,45,郑州大学,167,34.747087,113.648958,二七区中原东路与康复中街交叉口路东,,"1351,1352,",,双人餐45元起，4人餐72元，3-4人餐126元;,周一至周日 11:00-14:00 17:00-21:00  2019-02-03至2019-02-11 休息,0371-66881168,17628,老赵大盘鸡饭店采用上等三黄鸡和十多种大料，另配有多种清热去火名贵药材小火煨制而成，味型独特，香辣味浓，麻的过瘾，辣的享受，选料精细，配方讲究，中药配比，不易上火，老少皆宜。,,False,0,30,17628,True,False
佳客来牛排自助西餐厅(亚星时代广场店),71609089,牛排,,0,,3.8,49,49,帝湖,167,34.709178,113.627608,二七区长江路与嵩山路交叉口西南角亚星时代广场2楼,2,,,单人餐49元起，双人餐99元起，5人餐239元;92代100元;,周一至周日 09:00-21:00,0371-55379588,17618,,,False,0,58,17618,True,False
豪享来牛排·中式简餐(北金店),42006063,牛排,豪享来中西餐厅,25911,,3.5,57,92,瀚海北金,166,34.809,113.666224,金水区文化路东北环路南北金时尚购物广场一二层部分,1,,,双人餐147元;92代100元;,周一至周日 全天,0371-55697049,17576,,,False,1,109,17576,False,False
岁岁羊火锅(新郑店),40847171,牛羊肉火锅,岁岁羊火锅,2879413,,3.8,57,10,庆都生活广场,3249,34.381056,113.755413,新郑市溱水路与金城路交叉口南400米路西（奥斯卡电影院南邻）,,,免费提供20个停车位,双人餐10元起，4人餐138元起，4人餐138元起，6人餐228元;89.9代100元;,周一至周日 全天,0371-62678877,17572,,,False,0,49,17572,True,False
优阳鲜包(东风路店),93578010,快餐,,0,,5,6,5.5,科技市场/硅谷广场,166,34.799631,113.662166,金水区东风路富景花园新科大厦,,,,5.5元单人餐，9.9元双人餐;,周一至周日 06:00-20:00,15927765607,17540,,,False,0,4,17540,False,False
五谷渔粉(正道花园百货店),101029823,米粉,五谷渔粉,1871137,http://p1.meituan.net/poi/e271fba5e5fc88d13cc8ec655d63913670270.png,5,14,13.9,金水区省政府,166,34.76925,113.6826,金水区花园路8号正道花园百货B1层,B1,"4530,1355,4525,",,13.9元鲜虾/花甲/鱼杂，18元招牌/原味渔粉，31元双人餐;,周一至周日 10:00-21:30  非营业时段 2018-02-15至2018-02-21 全天,13937168882,17535,,,False,1,4,17535,False,False
57度湘(熙地港店),152405137,湘菜,,0,,4.7,82,91.8,熙地港/王府井,166,34.785255,113.717352,金水区农业路与众意西路交叉口熙地港购物中心4楼404号,4,,,双人餐163元起，3-4人餐297元，3-4人餐307元;91.8代100元;,周一至周日 10:00-21:30,0371-63295177,17543,,,False,0,164,17543,True,False
大口妹肉蟹煲,96268155,杭帮菜,,0,,3.9,43,89,华南城/高坡岩,3249,34.611765,113.715793,新郑市龙湖镇世纪公元购物广场1037号,,,,89代100元;,周一至周日 09:30-14:00 17:30-21:30,0371-62579997,17530,,,False,1,62,17530,False,False
川濮火锅(人和路总店),106660101,四川火锅,,0,,5,73,90,升龙广场,167,34.72601,113.640824,二七区政通路人和路向北150米路西升龙广场二楼德克士上面,,,,90代100元;,周一至周日 09:30-23:30,0371-55396222,17517,,,False,0,135,17517,False,False
卡吉诺(索凌路店),1426945,蛋糕,卡吉诺,289778,http://p1.meituan.net/poi/e31285f08e3022f4942985062d442c0a75674.png,4.5,25,108,普罗旺世/庙李,166,34.813516,113.6386,金水区北环路与索凌路交叉口北50米路东（近北环路）,,,有停车位,6吋缤果热恋稀奶油蛋糕108元，118元蛋糕2选1，水果布拉格138元;,周一至周日 07:00-22:00,0371-63568821,17519,卡吉诺成立于2002年，至今已有十年历史，现拥有17家连锁店。卡吉诺一直致力于打造消费者信赖的饼店，打造现烤烘焙领先品牌。每一个经营店面均采用全套专业烘焙设备，配备专业技师，现做现烤，以保证产品新鲜。甄选优质原料，缔造健康时尚潮流蛋糕。自然、纯净、无添加是卡吉诺面包房的期望。 低糖、低油、低纳、高纤维是卡吉诺面包房的坚持对食材的要求，不曾妥协，严选食材与用心制作的每份食品只为分享的幸福滋味，卡吉诺会一路相伴,,False,1,38,17519,True,False
俊熙家(曼哈顿店),42474319,韩国菜,,0,,4.4,15,15,曼哈顿广场,166,34.761853,113.704722,金水区金水路未来路交叉口向南100米（曼哈顿广场西南角）,1,"1356,",,15元豪华单人餐;27代35元;,周一至周日 10:00-22:30  2019-02-01至2019-02-12 休息,0371-61875435,17492,,,False,1,0,17492,True,False
苏氏牛肉面(经三路店),2186271,面条,苏氏牛肉面,28922,http://p0.meituan.net/poi/73fd9083727280e2c11828cd424b7be911593.png,4.4,21,22,经三路沿线,166,34.784111,113.692319,金水区经三路和丰产路交口财富广场,,,,22元单人豪华套餐，40元双人餐，62元3人餐;,周一至周日 10:00-21:00  2019-02-01至2019-02-12 休息,15515571339,17412,中式快餐店。各分店布置“统一”，环境还算“干净”。牛肉面是“正宗”的兰州风味，汤色“清”，味道“浓郁”，面“细细”的，“挺筋道”，牛肉片“又大又薄”，口感“不错”；羊肉串“非常大块”，对得起它的价格。生意“很好”，有时饭点还要“排队”，不过大家速度都“快”，“稍微”等一下就好了。,,False,1,33,17412,True,False
豪爽来中西餐厅(农业南路店),41468423,中西餐厅,,0,,4.2,54,59,郑州东站,168,34.75246,113.757549,管城回族区农业南路与康宁街交叉口向北100米路东,,,停车位收费标准：路边停车,单人餐59元，双人餐118元起;90代100元;,周一至周日 10:30-22:30  2019-02-03至2019-02-08 休息,0371-55980976,17384,,,False,1,59,17384,True,False
麦加美汉堡(北大学城店),2556178,汉堡,麦加美,1189880,http://p1.meituan.net/poi/f8b31fc052cc8bac5eacd3b53a2792fe54990.png,4.1,18,15,北大学城,169,34.8598,113.6472,惠济区文化北路与英才街交叉口东南角（大学邮政所西20米左右）,,,,15元汉堡单人套餐，21.9元汉堡双人餐;25代30元;,周一至周日 10:00-21:00,15037197192,17359,,,False,1,11,17359,True,False
万达文华酒店美食汇全日餐厅,86550755,综合自助,,0,,5,242,178,金水万达/蓝堡湾,166,34.792528,113.678875,金水区花园路与农科路交叉口西100米路北万达文华酒店48F（农科路16号）,48,"4516,4527,",,单人午餐178元，单人午/晚餐258元，双人午/晚餐506元，[8]人午/晚餐1904元;178代238元，258代328元;,周一至周日 11:30-14:00 17:30-21:30,0371-53606366,17352,,,False,0,101,17352,True,False
呷哺呷哺(郑州国贸360餐厅店),92397395,小火锅,呷哺呷哺,29606,http://p0.meituan.net/poi/e04712a3845316632132ce6cbd1f741539500.png,4,54,48,国贸360,166,34.784648,113.679776,金水区花园路与农业路西南角新田360广场2号楼三层,3,"4527,",,单人餐110元;48代60元，88代100元，99代99元，200代216元;,周一至周日 09:30-21:30,0371-63681509,17296,,,False,0,187,17296,True,False
小红鸡炒鸡餐厅(雪松路店),163428589,豫菜,,0,,3.8,36,42.8,高新区,7397,34.829931,113.557635,高新区雪松路与莲花街交叉口向北300米路东（工业大学东门）,,,,双人餐42.8元起，4人餐118.8元;,周一至周日 11:00-14:00 17:00-22:00  2019-02-01至2019-02-12 休息,0371-67121251,17254,,,False,1,83,17254,False,False
祥和园蛋糕面包工坊(中原万达店),1568118,蛋糕,祥和园蛋糕,851042,,4.3,59,18,中原万达,165,34.742519,113.60186,中原区伊河路与秦岭路交叉口向西100米路南,,,免费提供4个停车位,健康乳脂奶油蛋糕49元，59元蛋糕11选1，66元蛋糕12选1，78元蛋糕11选1，78元蛋糕6选1，8英寸蛋糕78元起，10英寸蛋糕88元起，10英寸蛋糕88元起，8英寸水果蛋糕88元，8+6英寸网红卡通动漫蛋糕95元，10英寸特款卡通汽车蛋糕98元，99元蛋糕11选1，8英寸芭比娃娃蛋糕105元，双层水果蛋糕108元，12英寸蛋糕118元起，12英寸健康乳脂蛋糕128元，138元蛋糕11选1，...;18代20元;,周一至周日 07:00-22:00  2019-02-01至2019-02-12 休息,18838001957,17246,祥和园蛋糕面包工坊秉承西饼业制作风格，借鉴欧洲西点制作工艺，致力于低糖、低脂、多汁、多纤、新鲜的健食品。根据消费者日益增长的消费需求，不断更新产品原料、完善工艺技术，使产品受到了广大消费者的喜爱与认可。用真诚和心血将原汁原味的美味传递给身边的每一位顾客、每一位朋友，全力打造一座独具特色的“蛋糕文化宫殿”。,,False,1,28,17246,True,False
豫满楼(玉凤路店),5034713,豫菜,,0,,5,55,90,曼哈顿广场,166,34.758775,113.711398,金水区金水路与玉凤路交叉口向南300米路东,,"1357,1356,",,2-3人餐98元，4-5人餐188元，6-7人餐368元，10-12人餐898元，12-14人餐1199元，14-16人餐1399元，16-20人餐1699元;90代100元;,周一至周日 11:00-14:00 17:00-21:30,0371-88880089/15003885066,17229,仲记企业&豫满楼全称为河南仲记餐饮文化发展有限公司，该公司创始于1999年，2012年改制为河南仲记新农业发展有限公司。企业立足服务行业，以餐饮为核心产业，承儒家“仁、义、礼、智、信”之文化精髓，倡导以仁爱之心成就企业发展之路。常年坚持参与公益慈善事业，每年坚持拿出盈利的30%以上捐向社会，近几年来已向社会捐款、捐物累计1100多万元，帮助低保家庭、残疾人、孤寡老人、失学儿童、特困学生38000多人次。,,False,0,31,17229,True,False
德克士(长江路店),1098093,快餐,德克士,23806,http://p1.meituan.net/poi/494fa71899e7f00eb7a32cd83495de9575988.png,3.9,30,5.5,长江中路沿线,167,34.710504,113.642607,二七区大学路与长江路交叉口西北角世纪联华南门西侧（近大学路，长江路）,,,,5.5元香辣鸡翅，11元双份招牌咔滋薯霸，13元咔滋薯霸(中），15元食味炸鸡，15元能量小食套餐，16元孜然鸡柳2次量贩，24元香酥双鸡堡，25元双堡套餐，26元超值单人餐A，30元霸王手枪腿B餐，35元NBA能量小食盒，37元霸王手枪腿A餐，39元一桶都是腿，48元好食成双套餐，48元欢享双人餐A，58元霸王手枪腿堡，79元三人套餐，79元霸王双人桶;,周一至周日 09:00-22:00,0371-68873366/88886126,17204,德克士，连锁快餐店，其炸鸡起源于美国南部的德克萨斯州，1994年出现在中国成都。1996年，顶新集团将德克士收购，并投入5000万美元，健全经营体系，完善管理系统，并重新建立了CIS系统，使其成为顶新集团继“康师傅”之后的兄弟品牌。德克士炸鸡采用开口锅炸制，鸡块具有金黄酥脆、鲜美多汁的特点。其脆皮炸鸡在中国快餐界颇具盛名。,,False,1,0,17204,True,False
佳客来牛排专家(鑫苑店),87029163,牛排,,0,,3.7,54,49,鑫苑鑫都汇,167,34.735616,113.651864,二七区陇海路与庆丰街交叉口鑫苑鑫都汇3楼东侧,3,,,单人餐49元起，双人餐118元，5人餐239元;,"周一至周日 11:00-14:00 17:00-21:00  非营业时段 2018-02-16至2018-02-18 10:00-11:00, 19:00-24:00",0371-86522877,17158,,,False,0,76,17158,False,False
卡吉诺面包房(丰庆路店),1097865,蛋糕,卡吉诺,289778,http://p1.meituan.net/poi/e31285f08e3022f4942985062d442c0a75674.png,4.6,30,108,陈寨/张家村,166,34.81222,113.64833,金水区丰庆路与北环路交叉口北50米路东（近北环路）,,,,6吋缤果热恋稀奶油蛋糕108元，118元蛋糕2选1，水果布拉格138元;,周一至周日 07:30-21:30,0371-63638877,17139,卡吉诺成立于2002年，至今已有十年历史，现拥有17家连锁店。卡吉诺一直致力于打造消费者信赖的饼店，打造现烤烘焙领先品牌。每一个经营店面均采用全套专业烘焙设备，配备专业技师，现做现烤，以保证产品新鲜。甄选优质原料，缔造健康时尚潮流蛋糕。自然、纯净、无添加是卡吉诺面包房的期望。 低糖、低油、低纳、高纤维是卡吉诺面包房的坚持对食材的要求，不曾妥协，严选食材与用心制作的每份食品只为分享的幸福滋味，卡吉诺会一路相伴,,False,1,18,17139,False,False
解家老家河南菜(北环路店),1172537,豫菜,解先生,1009623,,3.9,48,93,普罗旺世/庙李,166,34.813005,113.63489,金水区北三环裕华文苑西南门往西约40米处,,,免费停车,4-5人餐388元，10人餐999元;93代100元;,周一至周日 10:00-14:30 17:30-22:00,0371-88881900/88881990,17130,,,False,0,69,17130,False,False
欧佳牛排海鲜自助(豪布斯卡店),162171164,海鲜自助,,0,,4.8,0,59,海龙时代广场,3253,34.784183,113.424527,荥阳市国泰路豪布斯卡四楼,,,,单人午/晚餐59元起;,周一至周日 11:00-22:00,0371-86572777,17147,,,False,0,254,17147,False,False
襄县马记焖面,5285557,面条,,0,,5,11,9.8,经三路沿线,166,34.776543,113.687519,金水区政七街与红旗路交叉口南50米路东（汝州宾馆院内）,,"4530,",免费停车,9.8元炝锅烩面一份;,周一至周日 11:00-22:00,13353710133,17090,,,False,0,0,17090,True,False
华莱士(碧云店),5583667,汉堡,华莱士,26189,http://p0.meituan.net/poi/40b78b9357bc226b82ad406d2d4ae43429705.png,4.3,17,3.99,长途客运总站,167,34.714253,113.665372,二七区碧云路与航海路交叉口南800米路东（近春晖小学）,,,,3.9元台式鸡排，3.9元香辣孜然鸡柳，11.9元香辣鸡排堡套餐，15元香辣鸡排堡，15元香辣鸡排堡套餐，19.9元蜜汁手扒鸡套餐，20元超值套餐，26.9元新品优享套餐，29.8元缤纷多肉桶;,周一至周日 08:00-21:00,0371-86138688,17101,华莱士食品有限公司成立于2001年，总部位于福建省福州市，是中国民族西式快餐行业的领先者，持续致力于打造一流的食品服务和供应平台。 2001年1月，华莱士创始人“华氏兄弟”创建了**家餐厅——福州师大餐厅；十多年来，华莱士不断壮大，已发展为目前中国本土**的食品服务企业。截至目前，先后在全国27个省市区开设连锁餐厅，服务顾客3亿人次。 华莱士倡导绿色、环保、健康的服务理念，公司旗下的各款产品，美味与品质兼具，时尚与创意领先，深受广大消费者青睐。公司总部拥有强大的管理体系和丰富的市场营运经验，在管理模式上，公司通过流程化的营运平台，集产品开发、生产、销售、联合供应为一体，引进西方的餐饮技术结合中式管理模式，使其更符合中国市场的需求。联合百事公司、雀巢公司、利华公司、泰森公司等国内外知名品牌供应商，打造高质量、高标准、规范化的连锁统一管理，对食品服务各环节进行全程管控；公司文化上，华莱士尊崇“简单&分享”的企业理念，倡导有效工作，轻松生活，简单为人。整洁的就餐环境，便携的产品组合，简洁的形象包装，大众化的食品定价是华莱士人践行环保、厉行简约、乐于分享的一贯倡举；公司通过员工合作联营的模式，将成果与员工分享，真正让员工成为公司的股东，最终实现企业品牌价值的可持续、内生式发展势头。 让顾客满意，是我们永恒的追求；顾客的肯定，是我们不懈的动力！ 分享成就未来！公司秉持“简单&分享”的企业理念，本着便捷、亲和、周到的服务宗旨，致力于 “让平凡人吃得更好”的神圣使命！华莱士正努力朝着百城万店的宏图蓝图全力迈进，真正实现“有华人的地方就有华莱士”的美好愿景。,,False,1,142,17101,True,False
香雪儿面包房(文化路店),1558896,蛋糕,香雪儿面包房,1168853,,3.8,28,109,科技市场/硅谷广场,166,34.794671,113.666597,金水区文化路62号（文化路大铺对面）,,,,109元蛋糕2选1，129元蛋糕2选1，136元蛋糕3选1，139元蛋糕3选1，146元蛋糕4选1，159元蛋糕2选1，169元蛋糕2选1，179元蛋糕4选1，179元蛋糕3选1，209元蛋糕3选1;,周一至周日 07:00-21:30,0371-63923081,17079,香雪儿是一家集科研、生产、经营面包、蛋糕、西点、月饼、粽子、冰点为主的民营连锁企业，下设运营部、市场企划部、生产部、技术研发部、监核部、人事行政部、财务部、后勤保障部共 八个职能部门。公司经过十四年风雨创业，培养和汇聚了一批创新技术人员和管理人才，造就了一支“诚实、协作、热情、高效”的员工队伍。定期的各项培训和不定期的考核，确保了员工的整体素质。 公司现有4000㎡的中央工厂和配送中心，50多家连锁店分布在郑州市各个市区，为消费者提供了便捷的服务。,,False,0,30,17079,True,False
渔翁乐烤全鱼(福都广场店),94927486,中式烧烤,,0,,5,37,58,福都生活广场,168,34.718629,113.698691,管城回族区航海路福都广场南门芦邢庄花苑花苑门面房5号（航海东路福都购物广场）,,,,双人餐58元，2-3人餐79元，2-3人餐108元，4-5人餐139元;88代100元;,周一至周日 10:30-22:30,17335797905/13592635720,17098,,,False,0,130,17098,True,False
蜀大侠火锅(农科路店),159306636,四川火锅,,0,,4.5,63,90,金水万达/蓝堡湾,166,34.792485,113.680341,金水区花园路农科路西50米路北（建业凯旋广场一楼）,1,"4527,4516,",,双人餐98元，4人餐198元，6人餐359元，8人餐499元;90代100元;,周一至周日 10:30-15:00 17:30-24:00,0371-63333007,17099,,,False,0,160,17099,False,False
咖咖奥咖啡,4782962,西式简餐,,0,,5,57,0,农科路酒吧街,166,34.792268,113.683663,金水区花园路与农科路交叉口向东200米路南,,"4527,4516,",免费提供5个停车位,每满50减2（买单立享）;,周一至周日 10:00-23:00,0371-63338607,17062,,,False,1,0,17062,True,False
黄记煌三汁焖锅(中原万达店),2183374,焖锅,黄记煌三汁焖锅,23781,http://p1.meituan.net/poi/90a7d8a1d16f9b0a1797c94847b4373656180.png,4.5,69,89,中原万达,165,34.746284,113.601765,中原区中原路171号万达广场3楼3027、3028号,3,,,双人餐128元;89代100元;,周一至周日 11:00-21:00,0371-86177668,17087,黄记煌餐饮管理有限责任公司成立于2003年，是一家集餐饮连锁加盟与饮食研究为一体的综合性餐饮连锁管理企业。黄记煌三汁焖锅结合传统滋补与现代养生，以宫廷风格菜肴精华为基础。烹制适合现代人饮食特点的佳肴。焖锅原料的选择与搭配均经过科学计算，充分达到“营养均衡、鲜香绵嫩”。食客在食用焖锅的同时，还可以选择所有菜品一起焖，或者加特色鲜汤涮吃多种肉类及蔬菜。相信与黄记煌的偶然相遇会变成定期的相会，美食养生，健康一生,,False,1,159,17087,True,False
黄记煌三汁焖锅(二七万达店),2376840,焖锅,黄记煌三汁焖锅,23781,http://p1.meituan.net/poi/90a7d8a1d16f9b0a1797c94847b4373656180.png,3.8,72,89,二七万达,167,34.719276,113.643114,二七区大学路二七万达广场室内步行街3楼3002号,3,,,双人餐128元;89代100元;,周一至周日 11:00-21:00,0371-53372029,17101,,,False,1,250,17101,True,False
西湖烤鱼,70725848,烤鱼,,0,,4.5,36,88,裕华广场/省体育中心,169,34.83285,113.62553,惠济区长兴路与三全路交叉口向西100米路北,-1,,,8.8折（买单立享）;双人餐98元，4人餐138元，6人餐188元;88代100元;,周一至周日 09:00-23:00,0371-53301850,17007,,,False,1,70,17007,True,False
东来顺(经三路店),41138271,老北京火锅,,0,,4.5,69,90,金水区省政府,166,34.770018,113.693105,金水区经三路纬四路交叉口东南角,,,免费停车,双人餐138元，4人餐288元，6人餐468元，8人餐618元，10人餐788元;90代100元;,周一至周日 10:00-21:30,0371-69396888,16995,,,False,0,29,16995,True,False
诚记煲仔饭(九如路店),4096340,快餐,诚记煲仔饭,1012701,http://p1.meituan.net/poi/b1c54d2c74af80dcdb15c435a8542de644739.png,3.7,22,19.6,郑东新区CBD,166,34.773532,113.734949,金水区商务内环与九如东路人保大厦楼后,,,,19.6元单人煲仔饭一份，52.8元3人欢乐套餐，69.8元4人餐;45代50元;,周一至周日 10:00-22:00  2019-02-01至2019-02-12 休息,18837102573,16928,,,False,1,32,16928,True,False
五谷渔粉,83901469,米粉,五谷渔粉,1871137,http://p1.meituan.net/poi/e271fba5e5fc88d13cc8ec655d63913670270.png,4.6,13,10.9,郑州大学,167,34.742231,113.645111,二七区郑州大学东门康复前街，向东100米路北,,"1351,",,10.9元五谷渔粉单人餐，13.8元五谷鱼丸粉1碗，14.8元五谷牛肉丸粉1碗;18代20元;,周一至周日 10:00-22:00  非营业时段 2018-02-12至2018-02-21 全天,18103853211,16910,,,False,1,62,16910,False,False
苏氏牛肉面(陇海路店),2182871,面条,苏氏牛肉面,28922,http://p0.meituan.net/poi/73fd9083727280e2c11828cd424b7be911593.png,4.2,20,22,儿童公园/凯旋门,165,34.736553,113.612053,中原区陇海西路97号（陇海路与桐柏路交叉口向西）,,,,22元单人豪华套餐，40元双人餐，62元3人餐;,周一至周日 09:00-21:00  2019-02-01至2019-02-12 休息,15539538729,16880,,,False,1,78,16880,False,False
傻子张大盘鸡(长椿路店),5729827,川菜,傻子张大盘鸡,1653316,http://p1.meituan.net/poi/ac27d37e5a98fbc5160cdd02f0de4e5422480.png,4.2,29,45,高新区,7397,34.798296,113.540656,高新区长椿路与合欢街交叉口向北50米路西,,"4667,",免费提供5个停车位,2-3人餐52元，2-3人餐59元，2-3人餐59元，4-5人餐74.5元，6-8人餐119元;45代50元，50代100元;,周一至周日 09:30-14:30 17:30-22:30  2019-02-01至2019-02-12 休息,0371-67852766,16862,傻子张大盘鸡专注于炒鸡，新鲜美味、口感独特、健康饮食、无任何添加剂，傻子张大盘鸡注重生态、营养、健康的经营模式，为客户免费提供米、面、汤的供应，不限量、不浪费，诚信服务于每一位消费者，欢迎各界消费者前来品尝。,,False,1,67,16862,True,False
老狼大盘鸡(万达店),5855852,新疆菜,老狼大盘鸡,929289,http://p0.meituan.net/poi/580dc8623c6d7785f527c999dc1d1f4e17075.png,3.8,26,47,二七万达,167,34.713512,113.641226,二七区人和路和汉江路交叉口向南400米路东（二七万达广场南侧）,,,停车位收费标准：车位较少,47元2人餐，75元3人餐，92元4至5人餐，136元6人餐;90代100元;,周一至周日 10:00-03:00,0371-60989296,16859,,,False,1,39,16859,True,False
舒来喜鱼火锅(高新区店),73208770,鱼火锅,,0,,4.1,50,90,高新区,7397,34.802431,113.546136,高新区科学大道与春藤路交叉口向南400米路西（升龙又一城向南400米路西）,,"4668,",,双人餐98元，4人餐158元;90代100元;,周一至周日 11:00-14:00 17:30-22:30,0371-55659755/18937107228,16855,,,False,1,65,16855,False,False
冠菌海鲜肥牛自助火锅(二七德化店),190510467,火锅自助,,0,,4.8,56,1,火车站/二七广场,167,34.749554,113.665368,二七区百年德化风情购物公园C区二楼（无限城天幕对面）,2,"1353,1352,",,单人午/晚餐1元起;,周一至周日 11:00-23:00,0371-55611158,16922,,,False,0,660,16922,False,False
水浒烤肉(国贸总店),153641978,烤串,,0,,5,52,90,国贸360,166,34.783606,113.680295,金水区花园路丰产路国贸360对面,,"4527,",,双人餐99元，3-4人餐178元，5-6人餐328元，6-8人餐419元，8-10人餐489元，10人餐528元;90代100元;,周一至周日 10:00-02:00,0371-88888583,16856,,,False,0,141,16856,False,False
京成一品韩式烤肉涮锅自助餐厅,80121231,综合自助,,0,,3.4,0,43.9,嵩阳公园,3250,34.469014,113.034049,登封市嵩阳路252号（嵩阳路与大禹路交叉口东150米路北，康家超市B1楼）,,,,单人午餐43.9元起;,周一至周日 11:00-14:30 18:00-21:00,0371-85032999,16855,,,False,0,578,16855,False,False
祥和园蛋糕,4110966,蛋糕,祥和园蛋糕,851042,,4.3,99,25.5,帝湖,167,34.713377,113.625023,二七区郑密路珠江荣域小区南院北门旁,,,免费提供2个停车位,6英寸蛋糕46元，8英寸蛋糕55元起，美味蛋糕68元，68元蛋糕3选1，75元蛋糕2选1，10英寸蛋糕78元起，乳脂水果蛋糕78元，8英寸玫瑰蛋糕78元，88元蛋糕10选1，慕斯蛋糕89元，小汽车蛋糕98元，12英寸蛋糕99元起，双层水果蛋糕108元，芭比娃娃蛋糕，市区三环内免费送110元，麻将蛋糕118元，欧式水果蛋糕128元，128元蛋糕10选1，128元网红甜品1个，水果蛋糕135元，水果蛋...;25.5代30元;,周一至周日 08:00-22:00,0371-53375255/13523029755,16771,祥和园蛋糕，蛋糕的甜美在舌尖缓缓融化，甜所能唤起的种种体验，交织着浓郁的香气，带来颠覆味蕾的优质感受。欢乐祝福在此时，祥和园蛋糕为您祝福,,False,1,20,16771,True,False
严厨老坛酸菜鱼(心怡路店),107697756,鱼火锅,,0,,5,53,88,祭城/大旺城,166,34.77925,113.77031,金水区心怡路畅和街交叉口,,,,双人餐119元，3-4人餐179元，5-6人餐249元;88代100元;,周一至周日 10:00-14:00 17:00-22:00,0371-55950236,16764,,,False,1,63,16764,False,False
